text,label
சாதாரண,Hate-Speech
இவருக்கு,Hate-Speech
இல்லாத,Hate-Speech
எதிரான,Hate-Speech
போட்டி,Hate-Speech
பரவலாக,Hate-Speech
கடன்,Hate-Speech
விலை,Hate-Speech
தடை,Hate-Speech
பெரிதும்,Hate-Speech
குழந்தை,Hate-Speech
எதிர்ப்பு,Hate-Speech
படை,Hate-Speech
தாக்குதல்,Hate-Speech
எதிர்,Hate-Speech
மறு,Hate-Speech
வழக்கு,Hate-Speech
மாற்று,Hate-Speech
அழுத்தம்,Hate-Speech
பருவ,Hate-Speech
குறுகிய,Hate-Speech
இசையில்,Hate-Speech
கட்டி,Hate-Speech
குற்றம்,Hate-Speech
சண்டை,Hate-Speech
புள்ளி,Hate-Speech
முற்றிலும்,Hate-Speech
கொலை,Hate-Speech
நிறைந்த,Hate-Speech
குறைந்தது,Hate-Speech
புற்றுநோய்,Hate-Speech
அச்சு,Hate-Speech
வரையறை,Hate-Speech
பெருமளவில்,Hate-Speech
கட்டமைப்பு,Hate-Speech
ஆன்,Hate-Speech
இ,Hate-Speech
சார்பு,Hate-Speech
தவறான,Hate-Speech
இறந்த,Hate-Speech
வெளியீடு,Hate-Speech
அட்டை,Hate-Speech
ஏறக்குறைய,Hate-Speech
குறைந்து,Hate-Speech
மாறுபட்ட,Hate-Speech
எல்லை,Hate-Speech
பழமையான,Hate-Speech
பிரிந்து,Hate-Speech
வலி,Hate-Speech
கட்டுப்பாடு,Hate-Speech
அறிகுறிகள்,Hate-Speech
மாறும்,Hate-Speech
போராட்டம்,Hate-Speech
வலை,Hate-Speech
தடுப்பு,Hate-Speech
கூட்டம்,Hate-Speech
அரை,Hate-Speech
அழற்சி,Hate-Speech
சிக்கல்,Hate-Speech
தண்டனை,Hate-Speech
விசை,Hate-Speech
நரம்பு,Hate-Speech
கடுமையாக,Hate-Speech
பாதிக்கப்பட்ட,Hate-Speech
இலக்கு,Hate-Speech
அதிகப்படியான,Hate-Speech
குறைவு,Hate-Speech
காட்டு,Hate-Speech
கட்டற்ற,Hate-Speech
அணை,Hate-Speech
கற்பனை,Hate-Speech
இடைவெளி,Hate-Speech
சிக்கல்கள்,Hate-Speech
வரையறுக்கப்பட்ட,Hate-Speech
குறை,Hate-Speech
சுருக்கம்,Hate-Speech
கண்டி,Hate-Speech
துறைமுகம்,Hate-Speech
மரணம்,Hate-Speech
பனி,Hate-Speech
பிரச்சினை,Hate-Speech
சிறை,Hate-Speech
இயலாத,Hate-Speech
பறவை,Hate-Speech
ஆதாரம்,Hate-Speech
நடத்தை,Hate-Speech
பிழை,Hate-Speech
படுகொலை,Hate-Speech
மெதுவாக,Hate-Speech
கண்டிப்பாக,Hate-Speech
தனித்த,Hate-Speech
குறைபாடு,Hate-Speech
குண்டு,Hate-Speech
பிரச்சினைகள்,Hate-Speech
தவறாக,Hate-Speech
காப்பீடு,Hate-Speech
அடிமை,Hate-Speech
பற்று,Hate-Speech
உடை,Hate-Speech
எதிர்மறை,Hate-Speech
ஆபத்து,Hate-Speech
அறை,Hate-Speech
தீவிரமாக,Hate-Speech
படிக்க,Hate-Speech
வேற்றுமை,Hate-Speech
மறுத்து,Hate-Speech
கிடைக்கவில்லை,Hate-Speech
தடுக்கும்,Hate-Speech
தவறு,Hate-Speech
எண்ணம்,Hate-Speech
நீக்கம்,Hate-Speech
இழந்து,Hate-Speech
தற்கொலை,Hate-Speech
சற்றே,Hate-Speech
வன்முறை,Hate-Speech
வீழ்ச்சி,Hate-Speech
குழப்பம்,Hate-Speech
அணியும்,Hate-Speech
வைரஸ்,Hate-Speech
விமர்சனங்கள்,Hate-Speech
இழந்த,Hate-Speech
இடர்,Hate-Speech
போலி,Hate-Speech
எச்சரிக்கை,Hate-Speech
விமர்சகர்கள்,Hate-Speech
தற்காலிக,Hate-Speech
இறக்கும்,Hate-Speech
சிந்து,Hate-Speech
காய்ச்சல்,Hate-Speech
மாசு,Hate-Speech
பழமை,Hate-Speech
நெருக்கடி,Hate-Speech
ஊழல்,Hate-Speech
தெரியாத,Hate-Speech
ஸ்மித்,Hate-Speech
குறைத்து,Hate-Speech
தற்காலிகமாக,Hate-Speech
கவலை,Hate-Speech
ஏழை,Hate-Speech
விழுப்புரம்,Hate-Speech
கட்டாயம்,Hate-Speech
சாத்தியம்,Hate-Speech
கோபி,Hate-Speech
கண்கள்,Hate-Speech
தீங்கு,Hate-Speech
காயம்,Hate-Speech
பன்றி,Hate-Speech
தனித்து,Hate-Speech
வாதம்,Hate-Speech
எதிர்பாராத,Hate-Speech
பொறி,Hate-Speech
அழிக்க,Hate-Speech
பலதரப்பட்ட,Hate-Speech
பற்றாக்குறை,Hate-Speech
முடிச்சு,Hate-Speech
பலன்,Hate-Speech
கோபம்,Hate-Speech
வறுமை,Hate-Speech
எழுச்சி,Hate-Speech
விளையாட,Hate-Speech
பான்,Hate-Speech
நிழல்,Hate-Speech
சேதம்,Hate-Speech
குறைபாடுகள்,Hate-Speech
வளைவு,Hate-Speech
தாக்குதல்கள்,Hate-Speech
தாக்குதலை,Hate-Speech
தேவையற்ற,Hate-Speech
அவசர,Hate-Speech
கடினம்,Hate-Speech
பிழைகள்,Hate-Speech
வித்தியாசமான,Hate-Speech
புகை,Hate-Speech
துகள்கள்,Hate-Speech
தப்பி,Hate-Speech
அழித்து,Hate-Speech
கழிவு,Hate-Speech
சிதைவு,Hate-Speech
விழும்,Hate-Speech
ஆபத்தான,Hate-Speech
தொன்மையான,Hate-Speech
எதிர்மறையான,Hate-Speech
வீக்கம்,Hate-Speech
திகில்,Hate-Speech
மாறான,Hate-Speech
கீழான,Hate-Speech
அழிவு,Hate-Speech
நச்சு,Hate-Speech
கொடிய,Hate-Speech
குகை,Hate-Speech
இலாபம்,Hate-Speech
திட்டமிட்டு,Hate-Speech
திடீரென,Hate-Speech
கடை,Hate-Speech
கட்டுப்படுத்தப்பட்ட,Hate-Speech
பின்புறம்,Hate-Speech
புகார்,Hate-Speech
ஓரு,Hate-Speech
சர்ச்சை,Hate-Speech
விபத்து,Hate-Speech
உடைத்து,Hate-Speech
பஞ்சம்,Hate-Speech
பொய்,Hate-Speech
ஆசை,Hate-Speech
கடின,Hate-Speech
பிளவு,Hate-Speech
மறுப்பு,Hate-Speech
மறுத்தார்,Hate-Speech
பிரச்சாரம்,Hate-Speech
கவனிக்க,Hate-Speech
ஒவ்வாமை,Hate-Speech
உறை,Hate-Speech
மோசடி,Hate-Speech
புயல்,Hate-Speech
சுமை,Hate-Speech
அழிக்கும்,Hate-Speech
கடமை,Hate-Speech
break,Hate-Speech
துண்டு,Hate-Speech
குளிர்ந்த,Hate-Speech
undefined,Hate-Speech
பாவம்,Hate-Speech
மனநிலை,Hate-Speech
செங்குத்தாக,Hate-Speech
கோளாறு,Hate-Speech
எரி,Hate-Speech
ஹெட்ஜ்,Hate-Speech
தாழ்த்தப்பட்ட,Hate-Speech
விவாதம்,Hate-Speech
துறைமுகங்கள்,Hate-Speech
வளைந்த,Hate-Speech
அச்சம்,Hate-Speech
கொள்ளை,Hate-Speech
வெடிப்பு,Hate-Speech
பேய்,Hate-Speech
பிரச்சனைகள்,Hate-Speech
கேலி,Hate-Speech
காயங்கள்,Hate-Speech
அபாயம்,Hate-Speech
விலக்கு,Hate-Speech
வெளியேற,Hate-Speech
துன்பம்,Hate-Speech
அடர்த்தியான,Hate-Speech
எதிரி,Hate-Speech
இழப்புகள்,Hate-Speech
பன்றிகள்,Hate-Speech
தீவிரவாத,Hate-Speech
இழந்தது,Hate-Speech
மூடப்பட்ட,Hate-Speech
மாறுபாடு,Hate-Speech
கன்னி,Hate-Speech
வாந்தி,Hate-Speech
மனு,Hate-Speech
பாகுபாடு,Hate-Speech
செங்குத்தான,Hate-Speech
மந்த,Hate-Speech
சர்ச்சைக்குரிய,Hate-Speech
முற்றுகை,Hate-Speech
தலைவலி,Hate-Speech
புண்,Hate-Speech
பயம்,Hate-Speech
கலகம்,Hate-Speech
முறிவு,Hate-Speech
சேகரிப்பு,Hate-Speech
எதிரிகள்,Hate-Speech
திறனாய்வு,Hate-Speech
கெட்ட,Hate-Speech
இருண்ட,Hate-Speech
இடையூறு,Hate-Speech
முரண்பாடு,Hate-Speech
தவறுதலாக,Hate-Speech
கண்டனம்,Hate-Speech
பொம்மை,Hate-Speech
வஞ்சி,Hate-Speech
பிரிவினை,Hate-Speech
குஞ்சு,Hate-Speech
அருமையான,Hate-Speech
மயக்கம்,Hate-Speech
நிலையற்ற,Hate-Speech
சண்டையின்,Hate-Speech
அன்புடன்,Hate-Speech
சத்தம்,Hate-Speech
சதி,Hate-Speech
குற்றங்கள்,Hate-Speech
சந்தேகம்,Hate-Speech
மெதுவான,Hate-Speech
இழுத்து,Hate-Speech
சித்திரவதை,Hate-Speech
செயலிழப்பு,Hate-Speech
ஒழிப்பு,Hate-Speech
அதிர்ச்சி,Hate-Speech
அதிர்வு,Hate-Speech
திட்டமிடப்பட்டது,Hate-Speech
ஆக்கிரமிப்பு,Hate-Speech
மறைமுகமாக,Hate-Speech
புறம்பான,Hate-Speech
நீர்வீழ்ச்சி,Hate-Speech
அறிகுறி,Hate-Speech
தாமதம்,Hate-Speech
நானே,Hate-Speech
சரிவு,Hate-Speech
எதிர்க்க,Hate-Speech
தவறுகள்,Hate-Speech
டிக்,Hate-Speech
ஒழுங்கற்ற,Hate-Speech
பேரழிவு,Hate-Speech
இறுக்கமான,Hate-Speech
அதிகப்படியாக,Hate-Speech
நஞ்சு,Hate-Speech
கேடு,Hate-Speech
பின்தங்கிய,Hate-Speech
பயந்து,Hate-Speech
வெற்று,Hate-Speech
பழி,Hate-Speech
இல்லா,Hate-Speech
அடிமைகள்,Hate-Speech
வேலி,Hate-Speech
வாசனை,Hate-Speech
தடையை,Hate-Speech
இயலாமை,Hate-Speech
error,Hate-Speech
குற்றவாளி,Hate-Speech
முறையற்ற,Hate-Speech
பணவீக்கம்,Hate-Speech
ஐயம்,Hate-Speech
அபாயகரமான,Hate-Speech
முரண்பாடான,Hate-Speech
குற்றச்சாட்டுகள்,Hate-Speech
எரிச்சல்,Hate-Speech
பகை,Hate-Speech
தீவிரம்,Hate-Speech
பலவீனமான,Hate-Speech
சாவு,Hate-Speech
குறைகள்,Hate-Speech
சீரற்ற,Hate-Speech
தாகம்,Hate-Speech
தற்காப்பு,Hate-Speech
தன்னிச்சையான,Hate-Speech
சிரமம்,Hate-Speech
குற்றச்சாட்டு,Hate-Speech
உடைந்த,Hate-Speech
அரிப்பு,Hate-Speech
தெளிவற்ற,Hate-Speech
தியாகம்,Hate-Speech
கொடுமை,Hate-Speech
வெறுப்பு,Hate-Speech
sin,Hate-Speech
விரும்பாத,Hate-Speech
பிளேயர்,Hate-Speech
பின்னோக்கி,Hate-Speech
நாள்பட்ட,Hate-Speech
தட்டி,Hate-Speech
சாதாரணமான,Hate-Speech
கண்ணி,Hate-Speech
முள்,Hate-Speech
சக்,Hate-Speech
நடுக்கம்,Hate-Speech
ஒப்பு,Hate-Speech
இரைச்சல்,Hate-Speech
அச்சுறுத்தல்,Hate-Speech
மலம்,Hate-Speech
பயங்கரமான,Hate-Speech
நிச்சயமற்ற,Hate-Speech
சிறைச்சாலை,Hate-Speech
குப்பை,Hate-Speech
கவர்ந்தது,Hate-Speech
வலியுறுத்தும்,Hate-Speech
வடிகட்டி,Hate-Speech
கத்தி,Hate-Speech
இழுவை,Hate-Speech
வெளிர்,Hate-Speech
கொடூரமான,Hate-Speech
ஈரமான,Hate-Speech
பிழைகளை,Hate-Speech
இழக்க,Hate-Speech
மிளகாய்,Hate-Speech
துறவு,Hate-Speech
துன்பங்கள்,Hate-Speech
சிக்கி,Hate-Speech
வெளிநாட்டில்,Hate-Speech
வறட்சி,Hate-Speech
வதந்திகள்,Hate-Speech
virus,Hate-Speech
பாவை,Hate-Speech
நீக்கல்,Hate-Speech
தீவிரவாதிகள்,Hate-Speech
பாலைவனம்,Hate-Speech
பசுமையான,Hate-Speech
சாபம்,Hate-Speech
அசுரன்,Hate-Speech
மீறல்,Hate-Speech
நறுமணம்,Hate-Speech
தவிர்க்கவும்,Hate-Speech
சலுகைகள்,Hate-Speech
வெற்றிலை,Hate-Speech
எதிர்மறையாக,Hate-Speech
பொய்யான,Hate-Speech
பாசிச,Hate-Speech
தொல்லை,Hate-Speech
திரிபு,Hate-Speech
தவிர்த்தல்,Hate-Speech
கட்சியினர்,Hate-Speech
வரம்புகள்,Hate-Speech
பிழையான,Hate-Speech
தாழ்வு,Hate-Speech
உள்ளாகி,Hate-Speech
விலகல்,Hate-Speech
வனம்,Hate-Speech
ராஜினாமா,Hate-Speech
நம்பிக்கைக்கு,Hate-Speech
சாயம்,Hate-Speech
இருள்,Hate-Speech
விமர்சித்தார்,Hate-Speech
வண்டு,Hate-Speech
மாட்டு,Hate-Speech
பயங்கரவாத,Hate-Speech
குறைபாடுகளை,Hate-Speech
குறுக்கீடு,Hate-Speech
வராத,Hate-Speech
சிதைந்த,Hate-Speech
ஒட்டுண்ணி,Hate-Speech
வாய்க்கால்,Hate-Speech
பட்டினி,Hate-Speech
திருப்பம்,Hate-Speech
இடைவெளிகள்,Hate-Speech
விரும்பத்தகாத,Hate-Speech
முரண்,Hate-Speech
மிதமிஞ்சிய,Hate-Speech
கையாளுதல்,Hate-Speech
கடன்களை,Hate-Speech
கசிவு,Hate-Speech
மடிப்பு,Hate-Speech
பகைமை,Hate-Speech
துரோகம்,Hate-Speech
சினம்,Hate-Speech
சளி,Hate-Speech
உறைவு,Hate-Speech
விஷம்,Hate-Speech
விசித்திரமான,Hate-Speech
கும்பல்,Hate-Speech
ஊடுருவும்,Hate-Speech
complex,Hate-Speech
மறியல்,Hate-Speech
பள்ளம்,Hate-Speech
தலையீடு,Hate-Speech
கற்பனையான,Hate-Speech
அதிகாரபூர்வமான,Hate-Speech
தொந்தரவு,Hate-Speech
செயலற்ற,Hate-Speech
சார்புடைய,Hate-Speech
இழப்பீடு,Hate-Speech
அதிருப்தி,Hate-Speech
மேகம்,Hate-Speech
பழமைவாத,Hate-Speech
தேவையில்லாத,Hate-Speech
தீங்கிழைக்கும்,Hate-Speech
கைவிடப்பட்ட,Hate-Speech
எதிர்ப்புகள்,Hate-Speech
பணவீக்க,Hate-Speech
ஆபாச,Hate-Speech
அமுக்கம்,Hate-Speech
வீண்,Hate-Speech
வலுக்கட்டாயமாக,Hate-Speech
முரண்பாடாக,Hate-Speech
பலவீனம்,Hate-Speech
குறைகளை,Hate-Speech
எலுமிச்சை,Hate-Speech
உராய்வு,Hate-Speech
வெடிப்புகள்,Hate-Speech
மர்மமான,Hate-Speech
தாமதமாக,Hate-Speech
தானியம்,Hate-Speech
கண்டிப்பான,Hate-Speech
உறைபனி,Hate-Speech
உயிரற்ற,Hate-Speech
வதந்தி,Hate-Speech
புரியாத,Hate-Speech
தவிரவும்,Hate-Speech
சித்ரா,Hate-Speech
குழப்பமான,Hate-Speech
குத்து,Hate-Speech
உதவிகரமாக,Hate-Speech
உடம்பு,Hate-Speech
இடம்பெயர்ந்த,Hate-Speech
வெளிப்படுத்தல்,Hate-Speech
புகார்கள்,Hate-Speech
நெருக்கம்,Hate-Speech
தேசியம்,Hate-Speech
தின்,Hate-Speech
சிதைந்து,Hate-Speech
சிதறல்,Hate-Speech
சர்வாதிகாரி,Hate-Speech
அடை,Hate-Speech
object,Hate-Speech
பொருத்தமற்ற,Hate-Speech
பெருகியது,Hate-Speech
தேக்கம்,Hate-Speech
உறைந்த,Hate-Speech
அமல்,Hate-Speech
மறுத்ததால்,Hate-Speech
பிச்சை,Hate-Speech
பயனற்ற,Hate-Speech
நோய்க்குறி,Hate-Speech
நிராகரிக்கப்பட்டது,Hate-Speech
குறைபாடுள்ள,Hate-Speech
ஓட்டு,Hate-Speech
வடிகால்,Hate-Speech
பின்னடைவு,Hate-Speech
பறிமுதல்,Hate-Speech
பசை,Hate-Speech
தூண்டில்,Hate-Speech
கிடங்கு,Hate-Speech
முரணான,Hate-Speech
மந்தமான,Hate-Speech
பிடிக்கவில்லை,Hate-Speech
பாதிக்கப்படுகிறது,Hate-Speech
அழுத்தங்கள்,Hate-Speech
விந்தை,Hate-Speech
வன்முறையில்,Hate-Speech
பாதுகாப்பற்ற,Hate-Speech
தவறுகளை,Hate-Speech
சாய்ந்த,Hate-Speech
குறுகலான,Hate-Speech
பாதகமான,Hate-Speech
தொங்கு,Hate-Speech
துயரம்,Hate-Speech
தயக்கம்,Hate-Speech
தந்திரம்,Hate-Speech
குளிர்ச்சியான,Hate-Speech
ஏமாற்றம்,Hate-Speech
மீறல்கள்,Hate-Speech
தனிமை,Hate-Speech
சுறா,Hate-Speech
problems,Hate-Speech
வெறி,Hate-Speech
விமர்சித்து,Hate-Speech
வறிய,Hate-Speech
முரண்பட்ட,Hate-Speech
தவறை,Hate-Speech
சம்பவத்தை,Hate-Speech
குவியல்,Hate-Speech
அடக்குமுறை,Hate-Speech
வெடிக்க,Hate-Speech
மங்கலான,Hate-Speech
பிசாசு,Hate-Speech
நிராகரித்து,Hate-Speech
ஏமாற்று,Hate-Speech
எச்சரிக்கையாக,Hate-Speech
இரங்கல்,Hate-Speech
இன்மை,Hate-Speech
ஆரவாரம்,Hate-Speech
அவதூறு,Hate-Speech
அனாதை,Hate-Speech
அடிமைத்தனம்,Hate-Speech
வேதனை,Hate-Speech
வேகமும்,Hate-Speech
வித்தியாசமாக,Hate-Speech
பாதிக்கப்பட்டவர்களுக்கு,Hate-Speech
பருத்த,Hate-Speech
சூழ்ச்சி,Hate-Speech
கழி,Hate-Speech
ஏழ்மையான,Hate-Speech
விறைப்பு,Hate-Speech
நாற்றம்,Hate-Speech
தீவிரவாதம்,Hate-Speech
கொடுமையான,Hate-Speech
அருமை,Hate-Speech
critical,Hate-Speech
மன்னிக்கவும்,Hate-Speech
பிணை,Hate-Speech
தூசு,Hate-Speech
ஒவ்வாத,Hate-Speech
வலிகள்,Hate-Speech
மூழ்கிய,Hate-Speech
மனச்சோர்வு,Hate-Speech
சும்மா,Hate-Speech
சர்வாதிகார,Hate-Speech
problem,Hate-Speech
வெளியாகிறது,Hate-Speech
பிரசாரம்,Hate-Speech
நீக்கு,Hate-Speech
தேவையில்லாமல்,Hate-Speech
தீமைகள்,Hate-Speech
குற்றச்சாட்டுக்கள்,Hate-Speech
ஏமாற்றி,Hate-Speech
இனவெறி,Hate-Speech
அறைகூவல்,Hate-Speech
விடு,Hate-Speech
மூடநம்பிக்கை,Hate-Speech
முறியடித்தது,Hate-Speech
பேராசை,Hate-Speech
பாதிக்கக்கூடிய,Hate-Speech
துவாரம்,Hate-Speech
சீர்குலைவு,Hate-Speech
சரணடைய,Hate-Speech
கூறியபடி,Hate-Speech
கரடுமுரடான,Hate-Speech
ஆற்ற,Hate-Speech
ஆர்ப்பாட்டம்,Hate-Speech
அழிவுகள்,Hate-Speech
issues,Hate-Speech
வேலையின்மை,Hate-Speech
விபத்துக்கள்,Hate-Speech
வரையறு,Hate-Speech
வடு,Hate-Speech
பதிலடி,Hate-Speech
சேதமடைந்த,Hate-Speech
சவாலான,Hate-Speech
கசப்பு,Hate-Speech
கசப்பான,Hate-Speech
ஏகாதிபத்திய,Hate-Speech
இறந்தது,Hate-Speech
வேறும்,Hate-Speech
வெறுத்து,Hate-Speech
வதை,Hate-Speech
பிறழ்வு,Hate-Speech
பின்வாங்க,Hate-Speech
பாரமான,Hate-Speech
பலபடித்தான,Hate-Speech
நாசம்,Hate-Speech
தீவிரத்தை,Hate-Speech
தீர்ந்து,Hate-Speech
சேற்று,Hate-Speech
சீற்றம்,Hate-Speech
ஆதரவற்ற,Hate-Speech
syndrome,Hate-Speech
bug,Hate-Speech
வெறுமையான,Hate-Speech
முட்டாள்,Hate-Speech
பித்து,Hate-Speech
இடைவிடாத,Hate-Speech
அச்சுறுத்தல்கள்,Hate-Speech
limit,Hate-Speech
விலக்கப்பட்ட,Hate-Speech
புறக்கணிப்பு,Hate-Speech
பிளவுபட்ட,Hate-Speech
நோய்க்கிருமி,Hate-Speech
நொண்டி,Hate-Speech
நெருக்கடியான,Hate-Speech
நஷ்டம்,Hate-Speech
நரகம்,Hate-Speech
துக்கம்,Hate-Speech
தடைசெய்யப்பட்ட,Hate-Speech
கைதி,Hate-Speech
disabled,Hate-Speech
death,Hate-Speech
தாக்கு,Hate-Speech
தலையிட,Hate-Speech
செதில்,Hate-Speech
சுருக்கங்கள்,Hate-Speech
குறிப்பிடப்படாத,Hate-Speech
குரல்வளை,Hate-Speech
ஏளனம்,Hate-Speech
உரத்த,Hate-Speech
அயராது,Hate-Speech
வேகப்பந்து,Hate-Speech
மட்டமான,Hate-Speech
நமைச்சல்,Hate-Speech
கீறல்,Hate-Speech
எரிப்பு,Hate-Speech
எச்சரித்தார்,Hate-Speech
இழிவான,Hate-Speech
hard,Hate-Speech
விரிசல்,Hate-Speech
பயங்கரவாதம்,Hate-Speech
துரதிர்ஷ்டவசமாக,Hate-Speech
தீவிரவாதி,Hate-Speech
தவறுதல்,Hate-Speech
தற்பெருமை,Hate-Speech
தடங்கல்,Hate-Speech
சுடு,Hate-Speech
சரிவில்,Hate-Speech
உறைய,Hate-Speech
உடைப்பு,Hate-Speech
அழுகை,Hate-Speech
அச்சுறுத்தும்,Hate-Speech
split,Hate-Speech
collapse,Hate-Speech
வியாதி,Hate-Speech
வலுவற்ற,Hate-Speech
முளை,Hate-Speech
மலிவாக,Hate-Speech
பேரழிவுகள்,Hate-Speech
பருமனான,Hate-Speech
பரத்தை,Hate-Speech
தண்டி,Hate-Speech
தடுக்கப்பட்ட,Hate-Speech
சொறி,Hate-Speech
சட்டரீதியாக,Hate-Speech
கொலையாளி,Hate-Speech
கொக்கி,Hate-Speech
கழிவுப்பொருள்,Hate-Speech
ஒழுங்கின்மை,Hate-Speech
ஏமாற்றும்,Hate-Speech
இடர்ப்பாடு,Hate-Speech
அழுகிய,Hate-Speech
அபாயங்கள்,Hate-Speech
அடங்காத,Hate-Speech
வளைவான,Hate-Speech
முரட்டு,Hate-Speech
மறுக்கிறது,Hate-Speech
மர்மம்,Hate-Speech
பேரிடர்,Hate-Speech
பேதம்,Hate-Speech
பேசாமல்,Hate-Speech
பிரச்சினைக்குரிய,Hate-Speech
திருடப்பட்ட,Hate-Speech
திடமாக,Hate-Speech
ஜாம்,Hate-Speech
சச்சரவு,Hate-Speech
களங்கம்,Hate-Speech
ஏக்கம்,Hate-Speech
எரித்தல்,Hate-Speech
அறியாமை,Hate-Speech
வெறுத்தார்,Hate-Speech
மிருகம்,Hate-Speech
பிடிவாதமாக,Hate-Speech
நரகத்தில்,Hate-Speech
தோஷம்,Hate-Speech
குழப்பங்களை,Hate-Speech
கவலைகள்,Hate-Speech
உறுதியற்ற,Hate-Speech
ஆழமற்ற,Hate-Speech
ஆதாரமற்ற,Hate-Speech
negative,Hate-Speech
முறிந்தது,Hate-Speech
மறுத்தல்,Hate-Speech
பைத்தியம்,Hate-Speech
பீதி,Hate-Speech
பாசாங்கு,Hate-Speech
பதட்டம்,Hate-Speech
நண்பரின்,Hate-Speech
தடுமாற்றம்,Hate-Speech
சுரண்டல்,Hate-Speech
கைப்பற்றுதல்,Hate-Speech
குறுகி,Hate-Speech
கிராக்,Hate-Speech
கறை,Hate-Speech
ஈடுபடுத்தி,Hate-Speech
அழுக்கு,Hate-Speech
அடக்கு,Hate-Speech
ax,Hate-Speech
விஷ,Hate-Speech
வறுத்த,Hate-Speech
முரட்டுத்தனமான,Hate-Speech
பொருத்தமில்லாத,Hate-Speech
புறக்கணிக்கப்பட்ட,Hate-Speech
பாதித்து,Hate-Speech
தண்டிக்க,Hate-Speech
தகாத,Hate-Speech
சாத்தியமற்றது,Hate-Speech
கவலைப்பட,Hate-Speech
உதிர்ந்த,Hate-Speech
அளவைவிட,Hate-Speech
அசைவற்ற,Hate-Speech
issue,Hate-Speech
die,Hate-Speech
வரையறுக்கப்படாத,Hate-Speech
லஞ்சம்,Hate-Speech
முழுமையற்ற,Hate-Speech
மிரட்டல்,Hate-Speech
மந்தம்,Hate-Speech
பிசைந்து,Hate-Speech
பயன்படுத்தப்படாமல்,Hate-Speech
திருகு,Hate-Speech
திட்டு,Hate-Speech
தடிப்பான,Hate-Speech
தங்கியிருந்தனர்,Hate-Speech
சாக்கடை,Hate-Speech
சந்தேக,Hate-Speech
கொடுக்கு,Hate-Speech
கற்பழிப்பு,Hate-Speech
அர்த்தமற்ற,Hate-Speech
மூர்க்கமான,Hate-Speech
முட்டாள்தனமான,Hate-Speech
முடக்க,Hate-Speech
பேரழிவை,Hate-Speech
புதிதான,Hate-Speech
பிளவுகள்,Hate-Speech
பாதிக்கப்படுகின்றனர்,Hate-Speech
பயத்தை,Hate-Speech
நிறைந்ததாகவும்,Hate-Speech
நம்பிக்கையற்ற,Hate-Speech
தழும்பு,Hate-Speech
தளர்ந்த,Hate-Speech
செயலற்று,Hate-Speech
எரிச்சலூட்டும்,Hate-Speech
இழுத்தல்,Hate-Speech
இயல்பற்ற,Hate-Speech
இன்னல்,Hate-Speech
இனவாதம்,Hate-Speech
ஆத்திரம்,Hate-Speech
அழுகல்,Hate-Speech
அதிர்ந்து,Hate-Speech
unknown,Hate-Speech
விறைப்பான,Hate-Speech
விரிவடைய,Hate-Speech
மென்மை,Hate-Speech
பின்தங்கி,Hate-Speech
பிடிவாதம்,Hate-Speech
பயந்த,Hate-Speech
நின்றுவிடும்,Hate-Speech
துரு,Hate-Speech
தயக்கத்துடன்,Hate-Speech
சுங்கம்,Hate-Speech
சரிந்தது,Hate-Speech
கோபமும்,Hate-Speech
கெடு,Hate-Speech
குரல்களை,Hate-Speech
ஏற்றத்தாழ்வு,Hate-Speech
உறிஞ்சு,Hate-Speech
இருட்டில்,Hate-Speech
ஆட்டு,Hate-Speech
fail,Hate-Speech
disorder,Hate-Speech
வறுமையான,Hate-Speech
வடியும்,Hate-Speech
மூச்சுத்திணறல்,Hate-Speech
பின்வாங்கியது,Hate-Speech
பற்றாக்குறையான,Hate-Speech
பறி,Hate-Speech
கேலிச்சித்திரம்,Hate-Speech
ஒற்றையான,Hate-Speech
ஒட்டுதல்,Hate-Speech
எரிச்சலை,Hate-Speech
இழத்தல்,Hate-Speech
இரக்கமற்ற,Hate-Speech
இயலாததாக,Hate-Speech
cancer,Hate-Speech
வெட்கம்,Hate-Speech
வில்லன்கள்,Hate-Speech
வன்முறையான,Hate-Speech
வடுக்கள்,Hate-Speech
வடிகட்டுதல்,Hate-Speech
பெருக்கத்தை,Hate-Speech
நெரிசலில்,Hate-Speech
நியாயமற்ற,Hate-Speech
தூபம்,Hate-Speech
துரோகி,Hate-Speech
துடி,Hate-Speech
தீங்கான,Hate-Speech
தகுதியற்ற,Hate-Speech
சிதைவை,Hate-Speech
குறும்பு,Hate-Speech
கண்ட்,Hate-Speech
ஓர,Hate-Speech
ஊனமுற்ற,Hate-Speech
அழ,Hate-Speech
அநீதி,Hate-Speech
அடிமையாகி,Hate-Speech
static,Hate-Speech
invalid,Hate-Speech
fall,Hate-Speech
ஸ்குவாஷ்,Hate-Speech
வீணான,Hate-Speech
விரக்தி,Hate-Speech
விசித்திர,Hate-Speech
முரண்பட்டு,Hate-Speech
முடக்கம்,Hate-Speech
மண்வெட்டி,Hate-Speech
போதாத,Hate-Speech
பாதிக்கப்படக்கூடிய,Hate-Speech
பரஸ்பரம்,Hate-Speech
துரதிருஷ்டவசமாக,Hate-Speech
துன்புறுத்தல்,Hate-Speech
துணிச்சல்,Hate-Speech
தரக்குறைவான,Hate-Speech
தனம்,Hate-Speech
சுங்கவரி,Hate-Speech
சரியில்லாத,Hate-Speech
சந்தர்ப்பவாத,Hate-Speech
சத்தமாக,Hate-Speech
